时间,开盘,最高,最低,收盘,涨幅,振幅,总手,金额,换手%,成交次数
"2022-03-22,二",520,520,520,520,0.00%,0.00%,"50,400","26,208,000",0.002,262
"2022-03-22,二",519,519.59,515.05,515.49,-0.87%,0.87%,"126,908","65,549,136",0.006,762
"2022-03-22,二",515.49,515.49,512.6,512.9,-0.50%,0.56%,"140,300","72,101,204",0.007,686
"2022-03-22,二",512.68,516.5,512.02,516.2,0.64%,0.87%,"188,200","96,662,986",0.009,900
"2022-03-22,二",516.67,517.59,515.49,515.68,-0.10%,0.41%,"86,200","44,541,309",0.004,564
"2022-03-22,二",515.07,515.07,513.34,514,-0.33%,0.34%,"97,000","49,826,678",0.005,492
"2022-03-22,二",513.8,515.99,513.7,515.99,0.39%,0.45%,"45,385","23,342,169",0.002,298
"2022-03-22,二",515.99,518.89,515.99,517.6,0.31%,0.56%,"74,600","38,569,802",0.004,488
"2022-03-22,二",517.5,517.77,516.36,516.36,-0.24%,0.27%,"51,600","26,699,262",0.003,341
"2022-03-22,二",516.4,516.4,515.2,515.46,-0.17%,0.23%,"50,800","26,206,154",0.002,379
"2022-03-22,二",515.75,516.18,515,515.5,0.01%,0.23%,"44,100","22,736,779",0.002,304
"2022-03-22,二",515.81,515.81,513.1,513.8,-0.33%,0.53%,"85,657","44,052,872",0.004,473
"2022-03-22,二",513.86,514.44,513.3,514.43,0.12%,0.22%,"39,800","20,451,282",0.002,281
"2022-03-22,二",514.41,514.42,513.33,513.33,-0.21%,0.21%,"54,900","28,211,994",0.003,287
"2022-03-22,二",513.43,513.64,513.31,513.64,0.06%,0.06%,"53,100","27,261,541",0.003,305
"2022-03-22,二",514,514.5,513.36,513.7,0.01%,0.22%,"39,100","20,101,829",0.002,237
"2022-03-22,二",513.78,513.78,512.76,513.5,-0.04%,0.20%,"95,600","49,052,124",0.005,462
"2022-03-22,二",513.02,515.02,513.02,513.8,0.06%,0.39%,"63,365","32,553,898",0.003,351
"2022-03-22,二",513.81,513.81,512.2,512.2,-0.31%,0.31%,"87,600","44,939,909",0.004,500
"2022-03-22,二",512.15,512.31,511.56,512.26,0.01%,0.15%,"89,600","45,876,473",0.004,537
"2022-03-22,二",511.98,512.48,511.33,511.4,-0.17%,0.22%,"81,700","41,821,885",0.004,482
"2022-03-22,二",511.28,512.45,511.13,511.41,0.00%,0.26%,"88,100","45,049,694",0.004,504
"2022-03-22,二",511.51,513,511.43,513,0.31%,0.31%,"71,230","36,476,836",0.003,355
"2022-03-22,二",513.51,514.64,513,514.48,0.29%,0.32%,"48,961","25,158,885",0.002,303
"2022-03-22,二",514.64,515.92,514.64,515.73,0.24%,0.25%,"38,400","19,784,946",0.002,259
"2022-03-22,二",515.8,517.29,515.78,517.09,0.26%,0.29%,"53,244","27,508,548",0.003,299
"2022-03-22,二",517.09,517.15,515.41,515.41,-0.32%,0.34%,"38,456","19,872,352",0.002,281
"2022-03-22,二",515.41,516.94,515.41,516.94,0.30%,0.30%,"41,800","21,566,026",0.002,302
"2022-03-22,二",516.94,517.57,516.94,517.57,0.12%,0.12%,"39,685","20,528,709",0.002,284
"2022-03-22,二",517.62,519.02,517.62,519.01,0.28%,0.27%,"49,100","25,456,260",0.002,291
