时间,开盘,最高,最低,收盘,涨幅,振幅,总手,金额,换手%,成交次数
"2022-04-20,三",439.01,439.01,439.01,439.01,-0.28%,0.00%,"122,400","53,734,824",0.006,356
"2022-04-20,三",439.43,443,435.51,436.74,-0.52%,1.71%,"504,900","221,544,150",0.025,1949
"2022-04-20,三",435.72,436.86,431.11,431.23,-1.26%,1.32%,"251,900","109,323,418",0.012,1509
"2022-04-20,三",431.13,432.99,431.02,431.96,0.17%,0.46%,"289,627","125,074,827",0.014,1582
"2022-04-20,三",432.6,432.6,430.28,430.28,-0.39%,0.54%,"240,073","103,602,414",0.012,1421
"2022-04-20,三",430.67,430.67,428.09,428.63,-0.38%,0.60%,"423,381","181,653,890",0.021,1799
"2022-04-20,三",429.49,429.99,428.5,428.68,0.01%,0.35%,"298,502","128,153,844",0.015,1380
"2022-04-20,三",428.68,428.68,426.5,427,-0.39%,0.51%,"411,547","175,938,930",0.02,1987
"2022-04-20,三",427.05,428.1,426.99,427.83,0.19%,0.26%,"225,900","96,552,698",0.011,1261
"2022-04-20,三",427.77,427.77,425.7,425.7,-0.50%,0.48%,"279,600","119,356,499",0.014,1419
"2022-04-20,三",425.7,426.92,425.05,426.05,0.08%,0.44%,"415,634","177,008,850",0.02,1852
"2022-04-20,三",426.05,426.05,422.37,422.68,-0.79%,0.86%,"323,113","137,040,730",0.016,1882
"2022-04-20,三",422.68,422.73,421.5,421.99,-0.16%,0.29%,"357,400","150,938,210",0.018,1650
"2022-04-20,三",421.88,421.88,419,419.5,-0.59%,0.68%,"367,500","154,522,450",0.018,1885
"2022-04-20,三",418.58,422.4,418.56,422.4,0.69%,0.92%,"572,000","240,742,730",0.028,2244
"2022-04-20,三",423.21,423.9,421,421.29,-0.26%,0.69%,"219,000","92,618,676",0.011,1215
"2022-04-20,三",420.75,421.06,419.3,419.3,-0.47%,0.42%,"282,100","118,513,090",0.014,1561
"2022-04-20,三",419.37,422.22,419.32,422.22,0.70%,0.69%,"275,276","115,724,724",0.014,1207
"2022-04-20,三",422.05,422.22,421,421,-0.29%,0.29%,"203,200","85,673,919",0.01,1146
"2022-04-20,三",421.21,421.21,420,420.15,-0.20%,0.29%,"234,528","98,591,337",0.012,1241
"2022-04-20,三",420.21,420.21,419,419.28,-0.21%,0.29%,"271,693","113,960,917",0.013,1544
"2022-04-20,三",419.01,420.03,419,419.51,0.05%,0.25%,"289,507","121,423,911",0.014,1239
"2022-04-20,三",419.99,420.86,419.98,420.2,0.16%,0.21%,"163,200","68,556,228",0.008,965
"2022-04-20,三",420.3,420.3,419.55,419.79,-0.10%,0.18%,"139,000","58,371,719",0.007,814
"2022-04-20,三",419.93,420.24,419.79,420.24,0.11%,0.11%,"136,700","57,415,212",0.007,728
"2022-04-20,三",420.08,420.24,419.89,419.99,-0.06%,0.08%,"137,100","57,582,564",0.007,702
"2022-04-20,三",419.91,419.91,419.3,419.3,-0.16%,0.15%,"154,000","64,633,060",0.008,927
"2022-04-20,三",419.3,419.3,418.5,418.56,-0.18%,0.19%,"222,300","93,123,466",0.011,1390
"2022-04-20,三",418.47,419,418.36,418.61,0.01%,0.15%,"185,300","77,573,564",0.009,1001
"2022-04-20,三",418.61,418.63,418,418,-0.15%,0.15%,"125,900","52,674,306",0.006,823
"2022-04-20,三",418,418,417.41,417.5,-0.12%,0.14%,"190,700","79,684,763",0.009,1167
"2022-04-20,三",417.3,418.53,417,418,0.12%,0.37%,"376,600","157,254,680",0.018,1957
"2022-04-20,三",417.5,417.57,416,416.02,-0.47%,0.38%,"222,900","92,900,430",0.011,1341
"2022-04-20,三",416.17,416.2,414.41,414.51,-0.36%,0.43%,"220,500","91,579,853",0.011,1423
"2022-04-20,三",414.51,414.59,414.07,414.4,-0.03%,0.13%,"450,023","186,562,950",0.022,1876
"2022-04-20,三",414.07,414.07,411.11,413.22,-0.28%,0.71%,"423,300","174,738,640",0.021,1933
"2022-04-20,三",413.37,413.37,412,412.8,-0.10%,0.33%,"604,775","249,441,740",0.03,2326
"2022-04-20,三",412.73,412.73,411.79,411.79,-0.24%,0.23%,"433,025","178,548,770",0.021,1942
"2022-04-20,三",412.05,415.77,411.66,415.45,0.89%,1.00%,"392,261","162,397,880",0.019,1775
"2022-04-20,三",415,415,413.91,414.5,-0.23%,0.26%,"211,300","87,617,020",0.01,1048
"2022-04-20,三",414.49,415.55,414.2,414.99,0.12%,0.33%,"220,300","91,358,213",0.011,961
"2022-04-20,三",414.56,415.55,413.99,415.49,0.12%,0.38%,"290,600","120,558,809",0.014,1271
"2022-04-20,三",415.1,415.1,414.12,415.05,-0.11%,0.24%,"183,400","76,072,595",0.009,975
"2022-04-20,三",415.02,415.1,414.13,414.18,-0.21%,0.23%,"150,202","62,287,125",0.007,745
