时间,开盘,最高,最低,收盘,涨幅,振幅,总手,金额,换手%,成交次数
"2022-03-09,三",456,456,456,456,0.12%,0.00%,"148,000","67,488,000",0.007,478
"2022-03-09,三",456.01,458,454,454.1,-0.42%,0.88%,"526,213","240,095,360",0.026,1893
"2022-03-09,三",453.5,457.45,452.35,456.69,0.57%,1.12%,"342,928","156,212,190",0.017,1203
"2022-03-09,三",456.06,459.87,456.06,457.2,0.11%,0.83%,"257,852","118,104,176",0.013,1133
"2022-03-09,三",457.77,459.45,456.61,458.92,0.38%,0.62%,"161,800","74,100,870",0.008,936
"2022-03-09,三",458.5,458.69,455.44,455.6,-0.72%,0.71%,"155,700","71,102,509",0.008,696
"2022-03-09,三",455.6,458.5,455.11,458.23,0.58%,0.74%,"233,825","106,740,304",0.011,949
"2022-03-09,三",458.49,461.52,458.23,461.25,0.66%,0.72%,"219,705","100,958,721",0.011,1121
"2022-03-09,三",461,462.6,460.49,461.99,0.16%,0.46%,"238,400","110,049,643",0.012,1134
"2022-03-09,三",461.99,462.3,461.3,462.3,0.07%,0.22%,"171,400","79,184,360",0.008,793
"2022-03-09,三",462.21,464,462.21,464,0.37%,0.39%,"237,000","109,658,728",0.012,947
"2022-03-09,三",463.66,464.74,463.66,464.4,0.09%,0.23%,"276,300","128,305,476",0.014,1036
"2022-03-09,三",464.01,464.75,463.68,464.73,0.07%,0.23%,"250,980","116,546,666",0.012,1048
"2022-03-09,三",464.59,465.5,464.59,465.02,0.06%,0.20%,"276,307","128,451,224",0.014,1235
"2022-03-09,三",464.75,465.6,464.66,465.5,0.10%,0.20%,"182,158","84,736,087",0.009,803
"2022-03-09,三",465.41,465.68,465.41,465.63,0.03%,0.06%,"123,500","57,496,282",0.006,575
"2022-03-09,三",465.54,465.54,464.14,464.74,-0.19%,0.30%,"345,400","160,631,160",0.017,1136
"2022-03-09,三",464.98,465,464.96,464.99,0.05%,0.01%,"198,700","92,392,772",0.01,817
"2022-03-09,三",464.98,464.98,463.44,463.44,-0.33%,0.33%,"87,000","40,420,429",0.004,549
"2022-03-09,三",463,463,462.69,463,-0.09%,0.07%,"111,000","51,382,664",0.005,564
"2022-03-09,三",463,464.65,463,464,0.22%,0.36%,"124,200","57,639,845",0.006,673
"2022-03-09,三",464,464,463.4,463.41,-0.13%,0.13%,"88,700","41,142,132",0.004,491
"2022-03-09,三",463.52,463.52,462.01,462.01,-0.30%,0.33%,"94,600","43,768,671",0.005,546
"2022-03-09,三",462.01,462.01,460.11,460.41,-0.35%,0.41%,"83,400","38,481,166",0.004,495
"2022-03-09,三",460.17,460.21,459.83,459.83,-0.13%,0.08%,"121,500","55,894,536",0.006,657
"2022-03-09,三",459.98,461,459.81,460.41,0.13%,0.26%,"87,875","40,448,577",0.004,506
"2022-03-09,三",460.2,460.5,459.05,459.07,-0.29%,0.31%,"154,600","71,056,658",0.008,706
"2022-03-09,三",459.5,459.5,459.08,459.29,0.05%,0.09%,"99,400","45,652,407",0.005,427
"2022-03-09,三",459.3,459.96,459.3,459.77,0.10%,0.14%,"37,700","17,325,621",0.002,258
"2022-03-09,三",459.59,459.7,458.93,458.93,-0.18%,0.17%,"129,800","59,617,354",0.006,633
"2022-03-09,三",459,459,457.5,458,-0.20%,0.33%,"158,200","72,453,111",0.008,644
"2022-03-09,三",457.5,458,456.81,456.81,-0.26%,0.26%,"78,000","35,669,036",0.004,497
"2022-03-09,三",457,457.93,456.3,456.3,-0.11%,0.36%,"125,164","57,186,039",0.006,648
"2022-03-09,三",456.45,457.96,456.28,456.45,0.03%,0.37%,"105,700","48,276,432",0.005,605
