时间,开盘,最高,最低,收盘,涨幅,振幅,总手,金额,换手%,成交次数
"2022-05-06,五",362,362,362,362,-3.72%,0.00%,"564,900","204,493,800",0.028,1214
"2022-05-06,五",362.5,368,362.5,368,1.66%,1.52%,"1,193,642","434,296,550",0.059,3174
"2022-05-06,五",368,368.2,366,366.9,-0.30%,0.60%,"714,047","262,172,190",0.035,2419
"2022-05-06,五",366.5,367.1,365.63,365.63,-0.35%,0.40%,"420,913","154,300,140",0.021,1800
"2022-05-06,五",365.31,367.31,365.21,367.31,0.46%,0.57%,"338,057","123,842,120",0.017,1360
"2022-05-06,五",367.39,367.48,365.99,366,-0.36%,0.41%,"331,300","121,552,790",0.016,1352
"2022-05-06,五",365.79,366.71,365,366.71,0.19%,0.47%,"337,600","123,380,210",0.017,1524
"2022-05-06,五",366.69,368.75,366.69,368.75,0.56%,0.56%,"304,890","112,147,800",0.015,1223
"2022-05-06,五",368.75,370,368.75,370,0.34%,0.34%,"221,600","81,833,100",0.011,1012
"2022-05-06,五",370,372.99,370,372.99,0.81%,0.81%,"206,000","76,554,400",0.01,988
"2022-05-06,五",372.9,373.44,370.88,370.88,-0.57%,0.69%,"322,400","120,027,900",0.016,1339
"2022-05-06,五",371,373,371,373,0.57%,0.54%,"194,000","72,108,000",0.01,958
"2022-05-06,五",373,373.06,372,372,-0.27%,0.28%,"186,094","69,325,100",0.009,965
"2022-05-06,五",372.03,372.42,371.5,372.42,0.11%,0.25%,"155,100","57,692,000",0.008,858
"2022-05-06,五",372.3,374.33,372.3,374.33,0.51%,0.55%,"103,900","38,781,000",0.005,550
"2022-05-06,五",374.72,375,373.5,373.5,-0.22%,0.40%,"224,300","83,968,000",0.011,1075
"2022-05-06,五",373.5,373.99,373.2,373.88,0.10%,0.21%,"156,300","58,391,600",0.008,794
"2022-05-06,五",374,376,374,376,0.57%,0.53%,"244,900","91,986,500",0.012,948
"2022-05-06,五",376.08,377.2,376.08,377.2,0.32%,0.30%,"193,600","72,933,400",0.009,1049
"2022-05-06,五",377.2,377.21,375.94,376.1,-0.29%,0.34%,"242,598","91,372,300",0.012,1266
"2022-05-06,五",376.13,377.22,376.11,377.2,0.29%,0.30%,"182,222","68,677,000",0.009,889
"2022-05-06,五",376.97,377.15,376,376,-0.32%,0.30%,"230,513","86,811,900",0.011,1070
"2022-05-06,五",375.96,375.96,374.01,374.01,-0.53%,0.52%,"173,103","64,948,100",0.008,921
"2022-05-06,五",374.12,374.12,373.9,374.01,0.00%,0.06%,"156,700","58,608,200",0.008,720
"2022-05-06,五",373.91,374.98,373.91,374.95,0.25%,0.29%,"117,300","43,899,800",0.006,583
"2022-05-06,五",375.21,375.28,374.86,375,0.01%,0.11%,"127,862","47,969,600",0.006,612
"2022-05-06,五",375.01,375.25,374.91,375,0.00%,0.09%,"117,000","43,890,800",0.006,491
"2022-05-06,五",375,375.11,374.8,374.89,-0.03%,0.08%,"95,400","35,772,000",0.005,381
"2022-05-06,五",374.82,374.82,374,374,-0.24%,0.22%,"84,400","31,599,600",0.004,443
"2022-05-06,五",374,376.94,373.9,376.94,0.79%,0.81%,"171,908","64,442,600",0.008,793
"2022-05-06,五",377,377.16,376.92,376.93,0.00%,0.06%,"146,700","55,305,300",0.007,815
"2022-05-06,五",376.89,377.6,376.79,377.6,0.18%,0.21%,"133,687","50,428,000",0.007,862
"2022-05-06,五",377.5,378.88,377.5,378.88,0.34%,0.37%,"119,300","45,136,700",0.006,699
"2022-05-06,五",378.96,379.17,378.49,378.49,-0.10%,0.18%,"154,100","58,401,400",0.008,915
