时间,开盘,最高,最低,收盘,涨幅,振幅,总手,金额,换手%,成交次数
"2022-04-01,五",508,508,508,508,-0.84%,0.00%,"56,547","28,725,876",0.003,370
"2022-04-01,五",507.18,510.17,506.5,507.5,-0.10%,0.72%,"186,671","94,834,216",0.009,886
"2022-04-01,五",507.34,509,506.35,509,0.30%,0.52%,"70,012","35,517,878",0.003,352
"2022-04-01,五",508.69,509.9,508,509,0.00%,0.37%,"42,962","21,859,702",0.002,277
"2022-04-01,五",509.01,511.49,509.01,510.54,0.30%,0.49%,"53,552","27,314,722",0.003,348
"2022-04-01,五",510.37,511.18,510,510.3,-0.05%,0.23%,"45,800","23,385,741",0.002,288
"2022-04-01,五",509.95,510.67,509.01,509.01,-0.25%,0.33%,"54,600","27,833,904",0.003,275
"2022-04-01,五",509.01,511.11,508.5,510.85,0.36%,0.51%,"52,400","26,739,586",0.003,256
"2022-04-01,五",510.88,511.28,509.8,510.02,-0.16%,0.29%,"42,400","21,647,370",0.002,249
"2022-04-01,五",509.98,510.73,509.7,509.96,-0.01%,0.20%,"22,300","11,373,830",0.001,187
"2022-04-01,五",510,510.2,509.01,509.01,-0.19%,0.23%,"52,100","26,564,829",0.003,261
"2022-04-01,五",508.92,509.08,507.5,509,0.00%,0.31%,"112,400","57,099,585",0.006,508
"2022-04-01,五",508.72,509.53,508,508.72,-0.06%,0.30%,"36,500","18,560,240",0.002,220
"2022-04-01,五",508.69,509,508.22,509,0.06%,0.15%,"34,100","17,350,955",0.002,164
"2022-04-01,五",508.9,509,507,507.45,-0.30%,0.39%,"60,100","30,521,175",0.003,358
"2022-04-01,五",508.27,508.27,506.69,506.69,-0.15%,0.31%,"56,900","28,870,019",0.003,274
"2022-04-01,五",506.5,506.99,505.5,506.25,-0.09%,0.29%,"82,300","41,651,647",0.004,503
"2022-04-01,五",505.86,506.5,505.13,506.25,0.00%,0.27%,"43,500","22,004,618",0.002,241
"2022-04-01,五",506.5,506.96,505.5,506.11,-0.03%,0.29%,"68,700","34,777,215",0.003,288
"2022-04-01,五",506.1,508.02,505.89,507,0.18%,0.42%,"38,100","19,320,228",0.002,260
"2022-04-01,五",506.9,507.5,506.6,506.6,-0.08%,0.18%,"45,600","23,126,745",0.002,189
"2022-04-01,五",506.33,507.44,506.3,507.22,0.12%,0.23%,"38,300","19,409,165",0.002,254
"2022-04-01,五",507,508,506.83,507.83,0.12%,0.23%,"26,900","13,648,993",0.001,193
"2022-04-01,五",508,508.79,507.1,508.79,0.19%,0.33%,"52,900","26,880,504",0.003,297
"2022-04-01,五",507.96,508,507.2,507.75,-0.20%,0.16%,"23,200","11,779,321",0.001,144
"2022-04-01,五",507.3,507.75,507.13,507.34,-0.08%,0.12%,"30,300","15,370,507",0.001,200
"2022-04-01,五",507.49,508.48,507.29,508.46,0.22%,0.23%,"21,100","10,716,747",0.001,162
"2022-04-01,五",508.09,508.49,507.5,507.5,-0.19%,0.19%,"51,600","26,226,977",0.003,270
"2022-04-01,五",508,508,507.5,507.99,0.10%,0.10%,"14,100","7,160,288",0.001,114
"2022-04-01,五",508,510.64,508,510.5,0.49%,0.52%,"28,600","14,567,661",0.001,228
"2022-04-01,五",510.19,510.37,508.87,509.53,-0.19%,0.29%,"40,490","20,638,381",0.002,283
"2022-04-01,五",509.53,509.6,509,509.6,0.01%,0.12%,"23,200","11,818,034",0.001,175
"2022-04-01,五",509.6,510.93,509.6,510.75,0.23%,0.26%,"60,800","31,023,965",0.003,256
"2022-04-01,五",511,511,510.65,510.96,0.04%,0.07%,"35,100","17,933,867",0.002,179
"2022-04-01,五",510.92,512.98,510.92,512.77,0.35%,0.40%,"133,800","68,504,150",0.007,574
"2022-04-01,五",512.75,512.75,511.57,511.76,-0.20%,0.23%,"29,600","15,159,196",0.001,165
"2022-04-01,五",511.82,512.04,511.16,511.5,-0.05%,0.17%,"19,200","9,821,661",0.001,130
"2022-04-01,五",511.3,512.75,511.3,512.6,0.22%,0.28%,"35,800","18,333,699",0.002,230
"2022-04-01,五",512.43,512.43,511.12,512,-0.12%,0.26%,"33,700","17,252,148",0.002,218
"2022-04-01,五",512,514,512,513.59,0.31%,0.39%,"106,200","54,499,395",0.005,501
"2022-04-01,五",513.7,513.79,513.59,513.77,0.04%,0.04%,"53,300","27,381,765",0.003,306
"2022-04-01,五",513.75,513.8,512.39,512.7,-0.21%,0.27%,"51,300","26,328,018",0.003,273
"2022-04-01,五",513,513.69,512.18,513.6,0.18%,0.29%,"30,100","15,446,750",0.001,181
"2022-04-01,五",513.7,513.8,513,513.03,-0.11%,0.16%,"56,400","28,964,971",0.003,255
"2022-04-01,五",512.23,512.8,511.5,511.5,-0.30%,0.25%,"32,200","16,491,428",0.002,198
"2022-04-01,五",511.57,512.58,511.25,511.65,0.03%,0.26%,"23,600","12,079,451",0.001,151
"2022-04-01,五",512.19,513.69,511.65,513.68,0.40%,0.40%,"20,100","10,310,820",0.001,151
"2022-04-01,五",513.4,513.68,513.02,513.03,-0.13%,0.13%,"27,936","14,341,836",0.001,137
"2022-04-01,五",513.03,514.96,513.03,513.4,0.07%,0.38%,"142,100","73,035,759",0.007,627
"2022-04-01,五",514.26,514.26,513.36,513.5,0.02%,0.18%,"41,900","21,526,312",0.002,224
"2022-04-01,五",513.88,514.9,513.83,514.9,0.27%,0.21%,"46,700","24,020,816",0.002,229
"2022-04-01,五",514.65,515.85,514.17,514.83,-0.01%,0.33%,"124,400","64,066,488",0.006,610
"2022-04-01,五",514.83,514.83,513.47,513.55,-0.25%,0.26%,"37,900","19,478,016",0.002,209
"2022-04-01,五",513.51,513.51,512.88,513,-0.11%,0.12%,"35,500","18,213,765",0.002,219
"2022-04-01,五",512.91,512.99,512,512,-0.19%,0.19%,"22,500","11,532,105",0.001,163
"2022-04-01,五",511.94,512.81,511.5,512.71,0.14%,0.26%,"35,600","18,223,178",0.002,199
"2022-04-01,五",512.8,512.9,512.02,512.81,0.02%,0.17%,"23,800","12,200,346",0.001,150
"2022-04-01,五",512.97,514.78,512.87,514.78,0.38%,0.37%,"34,400","17,671,153",0.002,161
"2022-04-01,五",514.78,514.78,513.87,514.12,-0.13%,0.18%,"29,000","14,910,522",0.001,170
"2022-04-01,五",514.4,515.3,514.4,515.3,0.23%,0.18%,"73,500","37,845,209",0.004,344
