时间,开盘,最高,最低,收盘,涨幅,振幅,总手,金额,换手%,成交次数
"2022-03-18,五",519,519,519,519,-1.05%,0.00%,"151,500","78,628,500",0.007,553
"2022-03-18,五",518.02,524.47,518.02,522.04,0.59%,1.24%,"314,171","163,589,620",0.015,1594
"2022-03-18,五",524,524,517.5,517.78,-0.82%,1.25%,"161,201","83,869,754",0.008,941
"2022-03-18,五",517.11,517.27,515.2,515.71,-0.40%,0.40%,"239,100","123,432,647",0.012,901
"2022-03-18,五",515.71,518.94,515.5,517,0.25%,0.67%,"152,447","78,729,045",0.007,793
"2022-03-18,五",517.51,517.51,516.08,517.5,0.10%,0.28%,"87,400","45,156,389",0.004,538
"2022-03-18,五",517,517.08,516.64,517.08,-0.08%,0.09%,"109,111","56,388,820",0.005,623
"2022-03-18,五",517.08,517.08,513.92,513.92,-0.61%,0.61%,"203,742","105,013,106",0.01,1330
"2022-03-18,五",513.99,515.2,513.57,515,0.21%,0.32%,"132,091","67,902,733",0.006,783
"2022-03-18,五",515.2,515.2,513.95,514,-0.19%,0.24%,"90,200","46,411,375",0.004,451
"2022-03-18,五",514,515.94,513.88,515.94,0.38%,0.40%,"90,800","46,694,569",0.004,387
"2022-03-18,五",515.18,515.94,514.03,514.44,-0.29%,0.37%,"76,460","39,375,678",0.004,465
"2022-03-18,五",514.31,514.8,512.77,512.77,-0.32%,0.39%,"146,000","74,973,877",0.007,692
"2022-03-18,五",512.8,512.8,511.38,511.83,-0.18%,0.28%,"115,000","58,868,590",0.006,675
"2022-03-18,五",512,513,511.5,513,0.23%,0.29%,"99,800","51,083,644",0.005,476
"2022-03-18,五",513.2,513.57,512,513.2,0.04%,0.31%,"142,900","73,302,869",0.007,755
"2022-03-18,五",513,513,511.11,511.28,-0.37%,0.37%,"178,400","91,278,199",0.009,827
"2022-03-18,五",511.12,511.14,509.42,509.49,-0.35%,0.34%,"245,800","125,433,279",0.012,1128
"2022-03-18,五",509.76,510.4,509.2,510.4,0.18%,0.24%,"132,016","67,283,737",0.006,622
"2022-03-18,五",510.33,511.89,510,511.84,0.28%,0.37%,"114,100","58,247,402",0.006,493
